BOX,BOX,Data File(s),74,O:\Program Files\Microsoft SQL Server\MSSQL16.DEPBOX\MSSQL\Data\BOX.mdf
BOX,BOX_log,Log File(s),13,N:\Program Files\Microsoft SQL Server\MSSQL16.DEPBOX\MSSQL\Data\BOX_log.ldf
master,master,Data File(s),5,C:\Program Files\Microsoft SQL Server\MSSQL16.DEPBOX\MSSQL\DATA\master.mdf
master,mastlog,Log File(s),2,C:\Program Files\Microsoft SQL Server\MSSQL16.DEPBOX\MSSQL\DATA\mastlog.ldf
MDW_DEPBOX,MDW_DEPBOX,Data File(s),9450,O:\Program Files\Microsoft SQL Server\MSSQL16.DEPBOX\MSSQL\Data\MDW_DEPBOX.mdf
MDW_DEPBOX,MDW_DEPBOX_log,Log File(s),1340,N:\Program Files\Microsoft SQL Server\MSSQL16.DEPBOX\MSSQL\Data\MDW_DEPBOX_log.ldf
model,modeldev,Data File(s),8,C:\Program Files\Microsoft SQL Server\MSSQL16.DEPBOX\MSSQL\DATA\model.mdf
model,modellog,Log File(s),8,C:\Program Files\Microsoft SQL Server\MSSQL16.DEPBOX\MSSQL\DATA\modellog.ldf
msdb,MSDBData,Data File(s),167,C:\Program Files\Microsoft SQL Server\MSSQL16.DEPBOX\MSSQL\DATA\MSDBData.mdf
msdb,MSDBLog,Log File(s),23,C:\Program Files\Microsoft SQL Server\MSSQL16.DEPBOX\MSSQL\DATA\MSDBLog.ldf
tempdb,tempdev,Data File(s),8,C:\Program Files\Microsoft SQL Server\MSSQL16.DEPBOX\MSSQL\DATA\tempdb.mdf
tempdb,temp2,Data File(s),8,C:\Program Files\Microsoft SQL Server\MSSQL16.DEPBOX\MSSQL\DATA\tempdb_mssql_2.ndf
tempdb,temp3,Data File(s),8,C:\Program Files\Microsoft SQL Server\MSSQL16.DEPBOX\MSSQL\DATA\tempdb_mssql_3.ndf
tempdb,temp4,Data File(s),8,C:\Program Files\Microsoft SQL Server\MSSQL16.DEPBOX\MSSQL\DATA\tempdb_mssql_4.ndf
tempdb,temp5,Data File(s),8,C:\Program Files\Microsoft SQL Server\MSSQL16.DEPBOX\MSSQL\DATA\tempdb_mssql_5.ndf
tempdb,temp6,Data File(s),8,C:\Program Files\Microsoft SQL Server\MSSQL16.DEPBOX\MSSQL\DATA\tempdb_mssql_6.ndf
tempdb,temp7,Data File(s),8,C:\Program Files\Microsoft SQL Server\MSSQL16.DEPBOX\MSSQL\DATA\tempdb_mssql_7.ndf
tempdb,temp8,Data File(s),8,C:\Program Files\Microsoft SQL Server\MSSQL16.DEPBOX\MSSQL\DATA\tempdb_mssql_8.ndf
tempdb,templog,Log File(s),8,C:\Program Files\Microsoft SQL Server\MSSQL16.DEPBOX\MSSQL\DATA\templog.ldf
